Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date,Molecule_type
LC881600,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SM116626/2022,11826,partial,"Japan:Shimane,Masuda",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-07,2025-07-24,ssRNA(+)
LC881601,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SM116648/2022,11826,partial,"Japan:Shimane,Masuda",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-29,2025-07-24,ssRNA(+)
LC881602,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SM126333/2023,11826,partial,"Japan:Shimane,Masuda",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-31,2025-07-24,ssRNA(+)
LC881603,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG108693/2022,11826,partial,"Japan:Hyogo,Taka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-25,2025-07-24,ssRNA(+)
LC881604,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG108719/2022,11826,partial,"Japan:Hyogo,Shiso",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-05-27,2025-07-24,ssRNA(+)
LC881605,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG108866/2022,11826,partial,"Japan:Hyogo,Fukusaki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-08-22,2025-07-24,ssRNA(+)
LC881606,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG114697/2022,11826,partial,"Japan:Hyogo,Himeji",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-09,2025-07-24,ssRNA(+)
LC881607,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KN91185/2022,11826,partial,"Japan:Kanagawa,Oiso",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-24,2025-07-24,ssRNA(+)
LC881608,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KN116305/2023,11826,partial,"Japan:Kanagawa,Minamiashigara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-05,2025-07-24,ssRNA(+)
LC881609,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ71986/2021,11826,partial,"Japan:Shizuoka,Hamamasu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-17,2025-07-24,ssRNA(+)
LC881610,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ72597/2022,11826,partial,"Japan:Shizuoka,Izunokuni",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-19,2025-07-24,ssRNA(+)
LC881611,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ72711/2022,11826,partial,"Japan:Shizuoka,Kakegawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-03-01,2025-07-24,ssRNA(+)
LC881612,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ120738/2022,11826,partial,"Japan:Shizuoka,Izunokuni",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-11,2025-07-24,ssRNA(+)
LC881613,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ120837/2022,11826,partial,"Japan:Shizuoka,Kannami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-05-02,2025-07-24,ssRNA(+)
LC881614,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ121510/2022,11826,partial,"Japan:Shizuoka,Kannami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-08-06,2025-07-24,ssRNA(+)
LC881615,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ121730/2022,11826,partial,"Japan:Shizuoka,Izu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-08-23,2025-07-24,ssRNA(+)
LC881616,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ123387/2022,11826,partial,"Japan:Shizuoka,Kakegawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-12-16,2025-07-24,ssRNA(+)
LC881617,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ123605/2023,11826,partial,"Japan:Shizuoka,Numazu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-04,2025-07-24,ssRNA(+)
LC881618,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ125453/2023,11826,partial,"Japan:Shizuoka,Izu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-16,2025-07-24,ssRNA(+)
LC881619,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ125503/2023,11826,partial,"Japan:Shizuoka,Kakegawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-22,2025-07-24,ssRNA(+)
LC881620,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YG119992/2022,11826,partial,"Japan:Yamagata,Higashine",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-12-26,2025-07-24,ssRNA(+)
LC881621,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YG125361/2023,11826,partial,"Japan:Yamagata,Tsuruoka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-18,2025-07-24,ssRNA(+)
LC881622,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YG126259/2023,11826,partial,"Japan:Yamagata,Oguni",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-25,2025-07-24,ssRNA(+)
LC881623,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME74923/2021,11826,partial,"Japan:Mie,Watarai",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-07-08,2025-07-24,ssRNA(+)
LC881624,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME75098/2021,11826,partial,"Japan:Mie,Ise",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-07-21,2025-07-24,ssRNA(+)
LC881625,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME75229/2021,11826,partial,"Japan:Mie,Ise",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-07-29,2025-07-24,ssRNA(+)
LC881626,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME75418/2021,11826,partial,"Japan:Mie,Watarai",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-08-12,2025-07-24,ssRNA(+)
LC881627,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME75591/2021,11826,partial,"Japan:Mie,Ise",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-08-26,2025-07-24,ssRNA(+)
LC881628,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME76038/2021,11826,partial,"Japan:Mie,Kiho",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-13,2025-07-24,ssRNA(+)
LC881629,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME76041/2021,11826,partial,"Japan:Mie,Kiho",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-13,2025-07-24,ssRNA(+)
LC881630,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME76451/2021,11826,partial,"Japan:Mie,Matsuzaka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-04,2025-07-24,ssRNA(+)
LC881631,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME77175/2022,11826,partial,"Japan:Mie,Kiho",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-31,2025-07-24,ssRNA(+)
LC881632,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME77318/2022,11826,partial,"Japan:Mie,Kiho",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-14,2025-07-24,ssRNA(+)
LC881633,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME104395/2022,11826,partial,"Japan:Mie,Shima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-07-14,2025-07-24,ssRNA(+)
LC881634,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME105899/2022,11826,partial,"Japan:Mie,Kihoku",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-17,2025-07-24,ssRNA(+)
LC881635,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME105984/2022,11826,partial,"Japan:Mie,Komono",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-17,2025-07-24,ssRNA(+)
LC881636,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME106060/2022,11826,partial,"Japan:Mie,Iga",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-20,2025-07-24,ssRNA(+)
LC881637,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME106138/2022,11826,partial,"Japan:Mie,Nabari",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-24,2025-07-24,ssRNA(+)
LC881638,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME107154/2022,11826,partial,"Japan:Mie,Minamiise",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-12-08,2025-07-24,ssRNA(+)
LC881639,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME107279/2022,11826,partial,"Japan:Mie,Shima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-12-15,2025-07-24,ssRNA(+)
LC881640,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HS99548/2022,11826,partial,"Japan:Hiroshima,Akiota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-13,2025-07-24,ssRNA(+)
LC881641,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HS99572/2022,11826,partial,"Japan:Hiroshima,Hiroshima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-24,2025-07-24,ssRNA(+)
LC881642,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HS126618/2023,11826,partial,"Japan:Hiroshima,Akiota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-12,2025-07-24,ssRNA(+)
LC881643,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HS127384/2023,11826,partial,"Japan:Hiroshima,Hatsukaichi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-02-10,2025-07-24,ssRNA(+)
LC881644,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HS130021/2023,11826,partial,"Japan:Hiroshima,Kitahiroshima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-03-16,2025-07-24,ssRNA(+)
LC881645,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KA131190/2023,11826,partial,"Japan:Kagawa,Sakaide",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-04-25,2025-07-24,ssRNA(+)
LC881646,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KA131796/2023,11826,partial,"Japan:Kagawa,Takamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-05-01,2025-07-24,ssRNA(+)
LC881647,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KA136710/2023,11826,partial,"Japan:Kagawa,Takamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-07-18,2025-07-24,ssRNA(+)
LC881648,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SG167277/2024,11826,partial,"Japan:Saga,Karatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2024-05-30,2025-07-24,ssRNA(+)
LC881649,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SG167278/2024,11826,partial,"Japan:Saga,Karatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2024-06-03,2025-07-24,ssRNA(+)
LC881650,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SG168761/2024,11826,partial,"Japan:Saga,Karatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2024-06-06,2025-07-24,ssRNA(+)
LC881651,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_EH170696/2024,11826,partial,"Japan:Ehime,Saijo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2024-06-28,2025-07-24,ssRNA(+)
PP874933,GenBank,,Classical swine fever virus,Pestivirus suis,,GD-2024,12296,complete,China,,Sus scrofa,,"Gao,X. Sr.",South China Agricultural University,China,2024-02,2025-07-16,ssRNA(+)
PV748945,GenBank,,Border disease virus,Pestivirus ovis,,,12004,partial,China: Anhui,,,,"Shi,Q., Song,Q., Tao,X., Liu,X., Luo,Q., Wang,H., Mei,G., Du,H., Song,J., Li,D., Wang,K., Liu,Y., Han,J.","China Center for Disease Control and Prevention, National Institute for Viral Control and Prevention",China,2023-05-25,2025-07-15,ssRNA(+)
PV748946,GenBank,,Border disease virus,Pestivirus ovis,,,11968,partial,China: Anhui,,,,"Shi,Q., Song,Q., Tao,X., Liu,X., Luo,Q., Wang,H., Mei,G., Du,H., Song,J., Li,D., Wang,K., Liu,Y., Han,J.","China Center for Disease Control and Prevention, National Institute for Viral Control and Prevention",China,2023-06-09,2025-07-15,ssRNA(+)
PV748947,GenBank,,Border disease virus,Pestivirus ovis,,,12021,partial,China: Anhui,,,,"Shi,Q., Song,Q., Tao,X., Liu,X., Luo,Q., Wang,H., Mei,G., Du,H., Song,J., Li,D., Wang,K., Liu,Y., Han,J.","China Center for Disease Control and Prevention, National Institute for Viral Control and Prevention",China,2023-06-15,2025-07-15,ssRNA(+)
PV883047,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,1,HNL-1,12271,complete,China,,Bos taurus,feces,"Shang,K.","Henan University of Science and Technology, College of Animal Science and Technology",China,2023-09-13,2025-07-14,ssRNA(+)
PV806860,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV-1b,BVDV1/GS/10/2024/serum,12098,partial,China,,Bos taurus,blood,"Ren,X.T., An,L.L.","Biomedical Research Centre, Northwest Minzu University",China,2024,2025-06-30,ssRNA(+)
LC860282,GenBank,,atypical porcine pestivirus,Pestivirus scrofae,,,11567,complete,Japan,,Sus scrofa,,"Shiokawa,M., Okuwa-Yamauchi,Y., Ohashi-Kawai,M., Nagai,M., Aoki,H.","Veterinary Nursing and Technology; 1-7-1 kyonancho, Musashino, Tokyo 180-8602",Japan,2019-11-06,2025-06-27,ssRNA(+)
LC862289,GenBank,,atypical porcine pestivirus,Pestivirus scrofae,,APPeV/Sus scrofa/JAPAN/boar73/2019,11550,complete,Japan,,Sus scrofa,,"Shiokawa,M., Okuwa-Yamauchi,Y., Ohashi-Kawai,M., Nagai,M., Aoki,H.","School of Veterinary Nursing and Technology; 1-7-1 kyonancho, Musashino, Tokyo 180-8602",Japan,2019-08-23,2025-06-27,ssRNA(+)
PV764609,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,PZ205,11159,partial,China,,Bos taurus,,"Zhang,Y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-10-23,2025-06-17,ssRNA(+)
PV626343,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,1855,12230,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21,ssRNA(+)
PV626344,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,454,12276,partial,USA: Colorado,CO,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1994-04-04,2025-05-21,ssRNA(+)
PV626345,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,99-113264-1,12301,partial,USA: Washington,WA,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2000-06-13,2025-05-21,ssRNA(+)
PV626346,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,16-829,12180,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-09-26,2025-05-21,ssRNA(+)
PV626347,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,32,12306,partial,USA: Alabama,AL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2016-11-30,2025-05-21,ssRNA(+)
PV626348,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,TGAN,12291,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1985-10-18,2025-05-21,ssRNA(+)
PV626349,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,TGAC 05,12293,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2005,2025-05-21,ssRNA(+)
PV626350,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,TGAC 3-86,12302,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986,2025-05-21,ssRNA(+)
PV626351,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,TGAC,12291,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1985,2025-05-21,ssRNA(+)
PV626352,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,T1186A,12184,partial,USA: California,CA,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2005,2025-05-21,ssRNA(+)
PV626353,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,Schwartz-39350,12285,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-12-30,2025-05-21,ssRNA(+)
PV626354,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,NY-1,12210,partial,USA: New York,NY,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1996-02-05,2025-05-21,ssRNA(+)
PV626355,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,MurphySpl,12178,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,,2025-05-21,ssRNA(+)
PV626356,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,Morton,12358,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-20,2025-05-21,ssRNA(+)
PV626357,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,MDA280,12217,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-13,2025-05-21,ssRNA(+)
